Link,Title,Subtitle,Description,Price,Location
https://auto.drom.ru/moscow/mercedes-benz/s-class/367084833.html,"Mercedes-Benz S-Class, 2007",S500 4MATIC,"5.5 л (388 л.с.),бензин,АКПП,4WD,148 000 км",1 950 000,Москва
https://auto.drom.ru/novosibirsk/mercedes-benz/e-class/362492442.html,"Mercedes-Benz E-Class, 2012",E 200 CGI BlueEfficiency AТ Avantgarde,"1.8 л (184 л.с.),бензин,АКПП,задний,350 км",1 800 000,Новосибирск
https://auto.drom.ru/habarovsk/mercedes-benz/c-class/354258723.html,"Mercedes-Benz C-Class, 2014",C 180 Avantgarde,"1.6 л (156 л.с.),бензин,АКПП,задний,103 000 км",1 900 000,Хабаровск
https://auto.drom.ru/novosibirsk/mercedes-benz/c-class/337918064.html,"Mercedes-Benz C-Class, 2013",,"1.8 л (204 л.с.),бензин,АКПП,задний,150 000 км",1 999 999,Новосибирск
https://auto.drom.ru/nizhniy-novgorod/mercedes-benz/glk-class/318780580.html,"Mercedes-Benz GLK-Class, 2013",,"2.0 л (211 л.с.),бензин,автомат,4WD,88 677 км",1 858 000,Нижний Новгород
https://auto.drom.ru/maykop/mercedes-benz/g-class/301978533.html,"Mercedes-Benz G-Class, 2001",,"5.0 л (296 л.с.),бензин,АКПП,4WD,300 000 км",2 000 000,Майкоп
https://auto.drom.ru/novosibirsk/mercedes-benz/c-class/289964338.html,"Mercedes-Benz C-Class, 2012",C 180 CGI AT Особая серия,"1.6 л (156 л.с.),бензин,АКПП,задний,140 000 км",1 850 000,Новосибирск
https://auto.drom.ru/habarovsk/mercedes-benz/cla-class/287716263.html,"Mercedes-Benz CLA-Class, 2014",CLA 180,"1.6 л (122 л.с.),бензин,робот,передний,43 213 км",1 800 000,Хабаровск
https://auto.drom.ru/tyumen/mercedes-benz/g-class/274497092.html,"Mercedes-Benz G-Class, 1996",,"3.6 л (259 л.с.),бензин,автомат,4WD,243 000 км",1 850 000,Тюмень
https://auto.drom.ru/simferopol/mercedes-benz/viano/268310046.html,"Mercedes-Benz Viano, 2007",3.0 CDI AT Trend Компактный,"3.0 л (204 л.с.),дизель,АКПП,задний,440 000 км",1 800 000,Симферополь
https://auto.drom.ru/velikiy-novgorod/mercedes-benz/c-class/208446109.html,"Mercedes-Benz C-Class, 2015",,"1.6 л (150 л.с.),бензин,автомат,задний,110 529 км",2 000 000,Великий Новгород
https://auto.drom.ru/spb/mercedes-benz/viano/160940972.html,"Mercedes-Benz Viano, 2013",,"2.1 л (163 л.с.),дизель,автомат,задний,338 000 км",1 900 000,Санкт-Петербург
https://auto.drom.ru/kazan/mercedes-benz/cla-class/157981114.html,"Mercedes-Benz CLA-Class, 2015",CLA 200 DCT Особая серия,"1.6 л (156 л.с.),бензин,робот,передний,42 372 км",1 930 000,Казань
https://auto.drom.ru/abakan/mercedes-benz/c-class/104635267.html,"Mercedes-Benz C-Class, 2017",,"1.6 л (156 л.с.),бензин,АКПП,задний,47 700 км",1 950 000,Абакан
https://auto.drom.ru/vyselki/mercedes-benz/s-class/51853438.html,"Mercedes-Benz S-Class, 1999",S 500 AT L,"5.0 л (306 л.с.),бензин,АКПП,задний,125 000 км",1 900 000,Выселки
https://auto.drom.ru/chita/mercedes-benz/g-class/47857832.html,"Mercedes-Benz G-Class, 2001",,"4.0 л (250 л.с.),дизель,автомат,4WD,290 000 км",1 900 000,Чита
https://auto.drom.ru/lyubertsy/mercedes-benz/s-class/519436109.html,"Mercedes-Benz S-Class, 2008",,"5.5 л (388 л.с.),бензин,АКПП,4WD,244 118 км",1 850 000,Люберцы
https://auto.drom.ru/vladikavkaz/mercedes-benz/e-class/466476346.html,"Mercedes-Benz E-Class, 2014",E 200 AT Особая серия,"2.0 л (184 л.с.),бензин,АКПП,задний,270 000 км",2 000 000,Владикавказ
https://auto.drom.ru/moscow/mercedes-benz/e-class/519271096.html,"Mercedes-Benz E-Class, 2017",,"2.0 л (150 л.с.),дизель,АКПП,задний,241 001 км",1 977 000,Москва
https://auto.drom.ru/irkutsk/mercedes-benz/gla-class/572616110.html,"Mercedes-Benz GLA-Class, 2015",GLA 180 Sports,"1.6 л (122 л.с.),бензин,робот,передний,43 000 км",1 820 000,Иркутск
https://auto.drom.ru/barnaul/mercedes-benz/gla-class/423363201.html,"Mercedes-Benz GLA-Class, 2016",GLA 180,"1.6 л (122 л.с.),бензин,робот,передний,33 000 км",1 850 000,Барнаул
https://auto.drom.ru/irkutsk/mercedes-benz/e-class/528761010.html,"Mercedes-Benz E-Class, 2011",E 250 CGI AT Особая серия,"1.8 л (204 л.с.),бензин,АКПП,задний,26 600 км",1 800 000,Иркутск
https://auto.drom.ru/krasnodar/mercedes-benz/cla-class/310994961.html,"Mercedes-Benz CLA-Class, 2016",,"1.6 л (150 л.с.),бензин,робот,передний,122 600 км",1 970 000,Краснодар
https://auto.drom.ru/donetsk/mercedes-benz/w115/489954570.html,"Mercedes-Benz W115, 1976",2.2D MT 220 D,"2.2 л (60 л.с.),дизель,механика,задний,62 000 км",1 800 000,Донецк
https://auto.drom.ru/krasnodar/mercedes-benz/cls-class/140883125.html,"Mercedes-Benz CLS-Class, 2004",CLS 500 AT,"5.0 л (306 л.с.),бензин,АКПП,задний,250 383 км",2 000 000,Краснодар
https://auto.drom.ru/chelyabinsk/mercedes-benz/c-class/647186111.html,"Mercedes-Benz C-Class, 2016",C 180 Особая серия,"1.6 л (150 л.с.),бензин,АКПП,задний,227 000 км",2 000 000,Челябинск
https://auto.drom.ru/shahty/mercedes-benz/glk-class/664893290.html,"Mercedes-Benz GLK-Class, 2013",GLK 220 CDI 4MATIC AT Особая серия,"2.1 л (170 л.с.),дизель,АКПП,4WD,209 800 км",1 899 900,Шахты
https://auto.drom.ru/shahty/mercedes-benz/glk-class/241971261.html,"Mercedes-Benz GLK-Class, 2013",GLK 220 CDI 4MATIC AT Особая серия,"2.1 л (170 л.с.),дизель,АКПП,4WD,209 800 км",1 899 900,Шахты
https://auto.drom.ru/krasnoyarsk/mercedes-benz/c-class/912194033.html,"Mercedes-Benz C-Class, 2015",C 180 Avantgarde,"1.6 л (156 л.с.),бензин,АКПП,задний,29 000 км",1 800 000,Красноярск
https://auto.drom.ru/gudermes/mercedes-benz/c-class/124375502.html,"Mercedes-Benz C-Class, 2014",,"1.6 л (156 л.с.),бензин,АКПП,задний,216 000 км",1 800 000,Гудермес
https://auto.drom.ru/ufa/mercedes-benz/glk-class/262215584.html,"Mercedes-Benz GLK-Class, 2012",GLK 220 CDI 4MATIC AT Особая серия,"2.1 л (170 л.с.),дизель,АКПП,4WD,278 000 км",1 800 000,Уфа
https://auto.drom.ru/ekaterinburg/mercedes-benz/gl-class/799356804.html,"Mercedes-Benz GL-Class, 2012","GL 350 CDI ""Особая серия""","3.0 л (224 л.с.),дизель,АКПП,4WD,260 000 км",2 000 000,Екатеринбург
https://auto.drom.ru/volgograd/mercedes-benz/glk-class/355724201.html,"Mercedes-Benz GLK-Class, 2013",GLK 220 CDI 4MATIC AT Особая серия,"2.1 л (170 л.с.),дизель,АКПП,4WD,184 100 км",1 949 000,Волгоград
https://auto.drom.ru/irkutsk/mercedes-benz/gl-class/186355043.html,"Mercedes-Benz GL-Class, 2012","GL 350 CDI ""Особая серия""","3.0 л (224 л.с.),дизель,АКПП,4WD,300 000 км",1 900 000,Иркутск
https://auto.drom.ru/ussuriisk/mercedes-benz/c-class/586552636.html,"Mercedes-Benz C-Class, 2015",C 180 Avantgarde AMG Line,"1.6 л (156 л.с.),бензин,АКПП,задний,137 000 км",1 950 000,Уссурийск
https://auto.drom.ru/ufa/mercedes-benz/e-class/143421291.html,"Mercedes-Benz E-Class, 2013",E 200 AТ Elegance,"2.0 л (184 л.с.),бензин,АКПП,задний,181 000 км",1 950 000,Уфа
https://auto.drom.ru/krasnodar/mercedes-benz/g-class/306583834.html,"Mercedes-Benz G-Class, 2002",G 400 CDI,"4.0 л (250 л.с.),дизель,АКПП,4WD,230 000 км",2 000 000,Краснодар
https://auto.drom.ru/tyumen/mercedes-benz/glk-class/286012694.html,"Mercedes-Benz GLK-Class, 2012",GLK 300 4MATIC AT Особая серия,"3.0 л (231 л.с.),бензин,АКПП,4WD,229 000 км",1 850 000,Тюмень
https://auto.drom.ru/gomel/mercedes-benz/gla-class/211913388.html,"Mercedes-Benz GLA-Class, 2017",GLA 250 DCT AMG Line,"2.0 л (211 л.с.),бензин,робот,передний,54 540 км",1 931 000,Гомель
https://auto.drom.ru/tyumen/mercedes-benz/a-class/211466258.html,"Mercedes-Benz A-Class, 2021",A 180 L,"1.3 л (136 л.с.),бензин,робот,передний,60 850 км",1 955 000,Китай→Тюмень
https://auto.drom.ru/irkutsk/mercedes-benz/c-class/888416190.html,"Mercedes-Benz C-Class, 2016",C 180 Avantgarde AMG Line,"1.6 л (156 л.с.),бензин,АКПП,задний,106 000 км",1 800 000,Иркутск
https://auto.drom.ru/krasnoyarsk/mercedes-benz/e-class/394629751.html,"Mercedes-Benz E-Class, 2012",E 350 BlueEfficiency 4MATIC AТ Avantgarde,"3.5 л (306 л.с.),бензин,АКПП,4WD,162 000 км",1 850 000,Красноярск
https://auto.drom.ru/novosibirsk/mercedes-benz/cla-class/893929815.html,"Mercedes-Benz CLA-Class, 2013",CLA 200 DCT Особая серия,"1.6 л (156 л.с.),бензин,робот,передний,168 830 км",1 800 000,Новосибирск
https://auto.drom.ru/komsomolsk/mercedes-benz/c-class/560794715.html,"Mercedes-Benz C-Class, 2017",C 180 Laureus Edition,"1.6 л (156 л.с.),бензин,АКПП,задний,60 000 км",1 900 000,Комсомольск-на-Амуре
https://auto.drom.ru/habarovsk/mercedes-benz/e-class/741893302.html,"Mercedes-Benz E-Class, 2012",E 250 BlueEfficiency Avantgarde,"1.8 л (204 л.с.),бензин,АКПП,задний,90 км",2 000 000,Хабаровск
https://auto.drom.ru/vladivostok/mercedes-benz/c-class/52514731.html,"Mercedes-Benz C-Class, 2014",C 180 Avantgarde,"1.6 л (156 л.с.),бензин,АКПП,задний,58 500 км",1 850 000,Владивосток
https://auto.drom.ru/komsomolsk/mercedes-benz/e-class/287455755.html,"Mercedes-Benz E-Class, 2013",E 250 BlueEfficiency Avantgarde,"1.8 л (204 л.с.),бензин,АКПП,задний,104 000 км",1 800 000,Комсомольск-на-Амуре
https://auto.drom.ru/habarovsk/mercedes-benz/c-class/112257893.html,"Mercedes-Benz C-Class, 2016",,"1.6 л (156 л.с.),бензин,АКПП,задний,123 000 км",1 900 000,Хабаровск
https://auto.drom.ru/vladivostok/mercedes-benz/s-class/472696600.html,"Mercedes-Benz S-Class, 2006",S500 4MATIC,"5.5 л (388 л.с.),бензин,АКПП,4WD,100 000 км",1 900 000,Владивосток
https://auto.drom.ru/rostov-na-donu/mercedes-benz/e-class/943888175.html,"Mercedes-Benz E-Class, 2013",E 300 4MATIC AT Особая серия,"3.5 л (249 л.с.),бензин,АКПП,4WD,204 000 км",1 900 000,Ростов-на-Дону
https://auto.drom.ru/spb/mercedes-benz/cla-class/936771503.html,"Mercedes-Benz CLA-Class, 2018",,"1.6 л (150 л.с.),бензин,робот,передний,140 000 км",2 000 000,Санкт-Петербург
https://auto.drom.ru/surgut/mercedes-benz/gl-class/886945300.html,"Mercedes-Benz GL-Class, 2012","GL 350 CDI ""Особая серия""","3.0 л (224 л.с.),дизель,АКПП,4WD,222 000 км",1 830 000,Сургут
https://auto.drom.ru/gubkinskiy/mercedes-benz/c-class/884385064.html,"Mercedes-Benz C-Class, 2011",C 350 4MATIC AT Avantgarde,"3.5 л (306 л.с.),бензин,АКПП,4WD,220 000 км",1 800 000,Губкинский
https://auto.drom.ru/ekaterinburg/mercedes-benz/c-class/882282316.html,"Mercedes-Benz C-Class, 2014",C 180 Avantgarde,"1.6 л (156 л.с.),бензин,АКПП,задний,92 000 км",1 880 000,Екатеринбург
https://auto.drom.ru/tyumen/mercedes-benz/e-class/880759636.html,"Mercedes-Benz E-Class, 2015",,"2.0 л (184 л.с.),бензин,АКПП,задний,350 000 км",1 800 000,Тюмень
https://auto.drom.ru/sevastopol/mercedes-benz/viano/865279438.html,"Mercedes-Benz Viano, 2010",,"2.1 л (163 л.с.),дизель,автомат,задний,279 000 км",2 000 000,Севастополь
https://auto.drom.ru/spb/mercedes-benz/glc-class/850713447.html,"Mercedes-Benz GLC-Class, 2016",GLC 220d 4MATIC,"2.1 л (170 л.с.),дизель,АКПП,4WD,241 000 км",2 000 000,Санкт-Петербург
https://auto.drom.ru/moscow/mercedes-benz/gla-class/797365085.html,"Mercedes-Benz GLA-Class, 2014",GLA 250 DCT 4MATIC Urban,"2.0 л (211 л.с.),бензин,робот,4WD,130 000 км",1 800 000,Москва
https://auto.drom.ru/surgut/mercedes-benz/glk-class/772092452.html,"Mercedes-Benz GLK-Class, 2013",GLK 250 4MATIC AT Особая серия,"2.0 л (211 л.с.),бензин,АКПП,4WD,152 000 км",2 000 000,Сургут
https://auto.drom.ru/divnogorsk/mercedes-benz/gl-class/757092125.html,"Mercedes-Benz GL-Class, 2012",,"4.7 л (435 л.с.),бензин,АКПП,4WD,300 000 км",2 000 000,Дивногорск
https://auto.drom.ru/novosibirsk/mercedes-benz/e-class/700493379.html,"Mercedes-Benz E-Class, 2010",,"3.0 л (231 л.с.),бензин,АКПП,задний,195 000 км",2 000 000,Новосибирск
https://auto.drom.ru/tyumen/mercedes-benz/e-class/675294460.html,"Mercedes-Benz E-Class, 2013",,"2.0 л (184 л.с.),бензин,АКПП,задний,247 000 км",1 800 000,Тюмень
https://auto.drom.ru/svobodniy/mercedes-benz/e-class/632740343.html,"Mercedes-Benz E-Class, 2012",E 250 BlueEfficiency Avantgarde,"1.8 л (204 л.с.),бензин,АКПП,задний,89 000 км",1 850 000,Свободный
https://auto.drom.ru/vladivostok/mercedes-benz/cla-class/556329449.html,"Mercedes-Benz CLA-Class, 2018",CLA 180 AMG Style,"1.6 л (122 л.с.),бензин,робот,передний,50 000 км",1 850 000,Владивосток
https://auto.drom.ru/lipetsk/mercedes-benz/c-class/512123711.html,"Mercedes-Benz C-Class, 2014",,"1.6 л (156 л.с.),бензин,АКПП,задний,222 087 км",1 900 000,Липецк
https://auto.drom.ru/novosibirsk/mercedes-benz/cl-class/464395912.html,"Mercedes-Benz CL-Class, 2007",CL 500 AT,"5.5 л (388 л.с.),бензин,АКПП,задний,148 000 км",2 000 000,Новосибирск
https://auto.drom.ru/novosibirsk/mercedes-benz/c-class/425796581.html,"Mercedes-Benz C-Class, 2014",,"1.6 л (156 л.с.),бензин,АКПП,задний,240 000 км",1 950 000,Новосибирск
https://auto.drom.ru/vladivostok/mercedes-benz/m-class/394261317.html,"Mercedes-Benz M-Class, 2008",ML 500 AT 4MATIC,"5.5 л (388 л.с.),бензин,АКПП,4WD,86 450 км",2 000 000,Владивосток
https://auto.drom.ru/vityazevo/mercedes-benz/e-class/321995431.html,"Mercedes-Benz E-Class, 2010",E 250 CGI BlueEfficiency AТ Elegance,"1.8 л (204 л.с.),бензин,АКПП,задний,176 000 км",2 000 000,Витязево
https://auto.drom.ru/belogorsk/mercedes-benz/c-class/292108090.html,"Mercedes-Benz C-Class, 2014",,"1.6 л (156 л.с.),бензин,АКПП,задний,75 000 км",1 990 000,Белогорск
https://auto.drom.ru/novosibirsk/mercedes-benz/e-class/287045226.html,"Mercedes-Benz E-Class, 2010",E 250 CGI BlueEfficiency,"1.8 л (204 л.с.),бензин,АКПП,задний,101 000 км",1 800 000,Новосибирск
https://auto.drom.ru/biysk/mercedes-benz/e-class/267125644.html,"Mercedes-Benz E-Class, 2011",E 350 4MATIC AT Особая серия,"3.5 л (272 л.с.),бензин,АКПП,4WD,180 000 км",1 820 000,Бийск
https://auto.drom.ru/novosibirsk/mercedes-benz/gl-class/196843229.html,"Mercedes-Benz GL-Class, 2010",GL 350 CDI 4MATIC BlueEFFICIENCY (5-seats),"3.0 л (224 л.с.),дизель,АКПП,4WD,298 000 км",1 980 000,Новосибирск
https://auto.drom.ru/mariinsk/mercedes-benz/g-class/170207540.html,"Mercedes-Benz G-Class, 1994",G 300 Cabriolet Diesel AT,"3.0 л (113 л.с.),дизель,АКПП,4WD,500 000 км",1 810 000,Мариинск
https://auto.drom.ru/khanty-mansiysk/mercedes-benz/cla-class/163994344.html,"Mercedes-Benz CLA-Class, 2013",CLA 200 DCT,"1.6 л (156 л.с.),бензин,робот,передний,190 000 км",1 900 000,Ханты-Мансийск
https://auto.drom.ru/makhachkala/mercedes-benz/e-class/139004952.html,"Mercedes-Benz E-Class, 1994",,"4.2 л (279 л.с.),бензин,АКПП,задний,200 000 км",2 000 000,Махачкала
https://auto.drom.ru/rostov-na-donu/mercedes-benz/c-class/108408270.html,"Mercedes-Benz C-Class, 2014",C 180,"1.6 л (156 л.с.),бензин,АКПП,задний,220 000 км",1 930 000,Ростов-на-Дону
https://auto.drom.ru/sevastopol/mercedes-benz/cls-class/103006341.html,"Mercedes-Benz CLS-Class, 2009",CLS 280 AT,"3.0 л (231 л.с.),бензин,АКПП,задний,205 000 км",2 000 000,Севастополь
https://auto.drom.ru/labinsk/mercedes-benz/e-class/517837461.html,"Mercedes-Benz E-Class, 2011",,"3.5 л (272 л.с.),бензин,АКПП,4WD,160 000 км",1 800 000,Лабинск
https://auto.drom.ru/zvenigorod/mercedes-benz/glc-class/450004017.html,"Mercedes-Benz GLC-Class, 2017",GLC 300,"2.0 л (241 л.с.),бензин,АКПП,задний,273 000 км",1 900 000,Звенигород
https://auto.drom.ru/podolsk/mercedes-benz/gl-class/122454259.html,"Mercedes-Benz GL-Class, 2008",GL 320 CDI 4MATIC,"3.0 л (224 л.с.),дизель,АКПП,4WD,219 000 км",1 800 000,Подольск
https://auto.drom.ru/moscow/mercedes-benz/glk-class/627542044.html,"Mercedes-Benz GLK-Class, 2012",GLK 300 4MATIC AT Особая серия,"3.5 л (249 л.с.),бензин,АКПП,4WD,137 319 км",1 908 000,Москва
https://auto.drom.ru/minsk/mercedes-benz/m-class/661009108.html,"Mercedes-Benz M-Class, 2013",ML 350 AT 4MATIC,"3.5 л (306 л.с.),бензин,АКПП,4WD,105 433 км",1 932 000,Минск
https://auto.drom.ru/samara/mercedes-benz/glk-class/238996347.html,"Mercedes-Benz GLK-Class, 2013",GLK 220 CDI 4MATIC AT Особая серия,"2.1 л (170 л.с.),дизель,АКПП,4WD,116 200 км",1 815 000,Самара
https://auto.drom.ru/moscow/mercedes-benz/glk-class/429850106.html,"Mercedes-Benz GLK-Class, 2011",,"2.1 л (163 л.с.),дизель,автомат,4WD,76 278 км",1 997 000,Москва
https://auto.drom.ru/yaroslavl/mercedes-benz/m-class/302221012.html,"Mercedes-Benz M-Class, 2012",ML 350 BlueTEC AT 4MATIC,"3.0 л (258 л.с.),дизель,АКПП,4WD,250 000 км",1 999 000,Ярославль
https://auto.drom.ru/saratov/mercedes-benz/s-class/613844442.html,"Mercedes-Benz S-Class, 2007",,"3.0 л (235 л.с.),дизель,АКПП,4WD,302 866 км",1 900 000,Саратов
https://auto.drom.ru/krasnodar/mercedes-benz/s-class/146018635.html,"Mercedes-Benz S-Class, 2012",,"3.5 л (306 л.с.),бензин,АКПП,4WD,300 000 км",1 800 000,Краснодар
https://auto.drom.ru/krasnodar/mercedes-benz/e-class/751798582.html,"Mercedes-Benz E-Class, 2011",,"1.8 л (184 л.с.),бензин,АКПП,задний,300 000 км",2 000 000,Краснодар
https://auto.drom.ru/habarovsk/mercedes-benz/e-class/875838115.html,"Mercedes-Benz E-Class, 2012",E 250 BlueEfficiency,"1.8 л (204 л.с.),бензин,АКПП,задний,103 333 км",2 000 000,Хабаровск
https://auto.drom.ru/muravlenko/mercedes-benz/e-class/731503817.html,"Mercedes-Benz E-Class, 2012",E 200 CGI BlueEfficiency AТ Avantgarde,"1.8 л (184 л.с.),бензин,АКПП,задний,200 000 км",1 900 000,Муравленко
https://auto.drom.ru/vladivostok/mercedes-benz/c-class/825524987.html,"Mercedes-Benz C-Class, 2014",C 200 Avantgarde AMG Line,"2.0 л (184 л.с.),бензин,АКПП,задний,109 000 км",1 860 000,Владивосток
https://auto.drom.ru/tomsk/mercedes-benz/cla-class/347937446.html,"Mercedes-Benz CLA-Class, 2015",CLA 180 DCT,"1.6 л (122 л.с.),бензин,робот,передний,100 000 км",1 880 000,Томск
https://auto.drom.ru/novosibirsk/mercedes-benz/c-class/166700579.html,"Mercedes-Benz C-Class, 2015",C 180 Sports,"1.6 л (156 л.с.),бензин,АКПП,задний,136 000 км",1 880 000,Новосибирск
https://auto.drom.ru/salsk/mercedes-benz/a-class/393724238.html,"Mercedes-Benz A-Class, 2013",A 180 DCT,"1.6 л (122 л.с.),бензин,робот,передний,196 755 км",1 820 000,Сальск
https://auto.drom.ru/telma/mercedes-benz/c-class/396710700.html,"Mercedes-Benz C-Class, 2017",C 180 Laureus Edition,"1.6 л (156 л.с.),бензин,АКПП,задний,102 000 км",1 980 000,Тельма
https://auto.drom.ru/novorossiysk/mercedes-benz/a-class/717653289.html,"Mercedes-Benz A-Class, 2018",,"1.5 л (116 л.с.),дизель,робот,передний,184 000 км",1 950 000,Новороссийск
https://auto.drom.ru/irkutsk/mercedes-benz/c-class/734221274.html,"Mercedes-Benz C-Class, 2014",,"1.6 л (156 л.с.),бензин,АКПП,задний,68 000 км",1 880 000,Иркутск
https://auto.drom.ru/chita/mercedes-benz/gl-class/417973159.html,"Mercedes-Benz GL-Class, 2007",GL 450 4MATIC,"4.7 л (340 л.с.),бензин,АКПП,4WD,100 000 км",1 800 000,Чита
https://auto.drom.ru/belogorsk/mercedes-benz/s-class/619011169.html,"Mercedes-Benz S-Class, 2007",S 450 AT,"4.7 л (340 л.с.),бензин,АКПП,задний,75 000 км",1 888 888,Белогорск
https://auto.drom.ru/tomsk/mercedes-benz/e-class/805075407.html,"Mercedes-Benz E-Class, 2013",E 300 AT Особая серия,"3.5 л (250 л.с.),бензин,АКПП,задний,206 035 км",1 820 000,Томск
https://auto.drom.ru/barnaul/mercedes-benz/gl-class/489936916.html,"Mercedes-Benz GL-Class, 2008",GL 500 4MATIC,"5.5 л (388 л.с.),бензин,АКПП,4WD,245 км",1 900 000,Барнаул
https://auto.drom.ru/moscow/mercedes-benz/cla-class/199266326.html,"Mercedes-Benz CLA-Class, 2016",CLA 250 DCT,"2.0 л (211 л.с.),бензин,робот,передний,104 141 км",1 930 000,Москва
https://auto.drom.ru/novosibirsk/mercedes-benz/cla-class/577074332.html,"Mercedes-Benz CLA-Class, 2017",CLA 200 Особая серия Urban,"1.6 л (150 л.с.),бензин,робот,передний,83 307 км",1 850 000,Новосибирск
https://auto.drom.ru/novosibirsk/mercedes-benz/e-class/944438000.html,"Mercedes-Benz E-Class, 2012",E 250 BlueEfficiency Avantgarde,"1.8 л (204 л.с.),бензин,АКПП,задний,125 230 км",2 000 000,Новосибирск
https://auto.drom.ru/moscow/mercedes-benz/a-class/309836870.html,"Mercedes-Benz A-Class, 2014",A 180 DCT,"1.6 л (122 л.с.),бензин,робот,передний,110 000 км",1 950 000,Москва
https://auto.drom.ru/nakhodka/mercedes-benz/cla-class/511723940.html,"Mercedes-Benz CLA-Class, 2018",CLA 180 AMG Style,"1.6 л (122 л.с.),бензин,робот,передний,48 000 км",1 900 000,Находка
https://auto.drom.ru/kemerovo/mercedes-benz/c-class/900720466.html,"Mercedes-Benz C-Class, 2014",C 180,"1.6 л (156 л.с.),бензин,АКПП,задний,78 279 км",1 890 000,Кемерово
https://auto.drom.ru/birobidzhan/mercedes-benz/cla-class/220998161.html,"Mercedes-Benz CLA-Class, 2014",CLA 200 DCT Особая серия,"1.6 л (156 л.с.),бензин,робот,передний,84 000 км",1 850 000,Биробиджан
https://auto.drom.ru/krasnodar/mercedes-benz/gla-class/361635721.html,"Mercedes-Benz GLA-Class, 2019",,"1.6 л (156 л.с.),бензин,робот,передний,86 000 км",2 000 000,Краснодар
https://auto.drom.ru/tyumen/mercedes-benz/m-class/478922830.html,"Mercedes-Benz M-Class, 2008",ML 320 CDI AT,"3.0 л (224 л.с.),дизель,АКПП,4WD,164 000 км",1 860 000,Тюмень
https://auto.drom.ru/blagoveshchensk/mercedes-benz/c-class/227305014.html,"Mercedes-Benz C-Class, 2014",C 180 Avantgarde,"1.6 л (156 л.с.),бензин,АКПП,задний,79 000 км",1 800 000,Благовещенск
https://auto.drom.ru/gurievsk-kemer/mercedes-benz/cla-class/111080647.html,"Mercedes-Benz CLA-Class, 2018",Shooting Brake CLA 180 AMG Style,"1.6 л (122 л.с.),бензин,робот,передний,69 000 км",1 900 000,Гурьевск
https://auto.drom.ru/tyumen/mercedes-benz/c-class/773397611.html,"Mercedes-Benz C-Class, 2012",C 200 BlueEFFICIENCY Avantgarde,"1.8 л (184 л.с.),бензин,АКПП,задний,26 500 км",1 800 000,Тюмень
https://auto.drom.ru/novosibirsk/mercedes-benz/g-class/441402018.html,"Mercedes-Benz G-Class, 1997",G 300 DT,"3.0 л (177 л.с.),дизель,АКПП,4WD,300 000 км",2 000 000,Новосибирск
https://auto.drom.ru/vladivostok/mercedes-benz/c-class/445426683.html,"Mercedes-Benz C-Class, 2017",C 180 Avantgarde AMG Line,"1.6 л (156 л.с.),бензин,АКПП,задний,62 000 км",1 900 000,Владивосток
https://auto.drom.ru/vladivostok/mercedes-benz/cla-class/261725124.html,"Mercedes-Benz CLA-Class, 2018",CLA 180 AMG Style,"1.6 л (122 л.с.),бензин,робот,передний,18 000 км",1 900 000,Владивосток
https://auto.drom.ru/vladivostok/mercedes-benz/cla-class/915709665.html,"Mercedes-Benz CLA-Class, 2017",CLA 180 AMG Style,"1.6 л (122 л.с.),бензин,робот,передний,79 270 км",1 850 000,Владивосток
https://auto.drom.ru/novosibirsk/mercedes-benz/e-class/869373803.html,"Mercedes-Benz E-Class, 2011",E 350 4MATIC AT Особая серия,"3.5 л (272 л.с.),бензин,АКПП,4WD,118 000 км",1 949 000,Новосибирск
https://auto.drom.ru/dzhankoy/mercedes-benz/e-class/804610919.html,"Mercedes-Benz E-Class, 2014",,"2.0 л (184 л.с.),бензин,АКПП,задний,203 000 км",1 850 000,Джанкой
https://auto.drom.ru/nalchik/mercedes-benz/m-class/794447347.html,"Mercedes-Benz M-Class, 2008","ML 320 CDI AT ""Особая серия""","3.0 л (224 л.с.),дизель,АКПП,4WD,257 800 км",1 870 000,Нальчик
https://auto.drom.ru/novosibirsk/mercedes-benz/cla-class/779942153.html,"Mercedes-Benz CLA-Class, 2015",,"1.6 л (122 л.с.),бензин,робот,передний,60 000 км",1 800 000,Новосибирск
https://auto.drom.ru/vladivostok/mercedes-benz/gla-class/776470410.html,"Mercedes-Benz GLA-Class, 2014",GLA 250 DCT 4MATIC,"2.0 л (211 л.с.),бензин,робот,4WD,130 000 км",1 850 000,Владивосток
https://auto.drom.ru/komsomolsk/mercedes-benz/c-class/742943585.html,"Mercedes-Benz C-Class, 2014",C 180 Avantgarde,"1.6 л (156 л.с.),бензин,АКПП,задний,56 000 км",1 850 000,Комсомольск-на-Амуре
https://auto.drom.ru/belovo/mercedes-benz/c-class/726940392.html,"Mercedes-Benz C-Class, 2011",C 180 BlueEFFICIENCY AT Classic,"1.8 л (156 л.с.),бензин,АКПП,задний,178 000 км",1 800 000,Белово
https://auto.drom.ru/pyatigorsk/mercedes-benz/c-class/670413385.html,"Mercedes-Benz C-Class, 2013",C 180 AT Avantgarde,"1.6 л (156 л.с.),бензин,АКПП,задний,129 000 км",1 980 000,Пятигорск
https://auto.drom.ru/irkutsk/mercedes-benz/g-class/670045308.html,"Mercedes-Benz G-Class, 2006",,"4.0 л (250 л.с.),дизель,АКПП,4WD,290 000 км",1 950 000,Иркутск
